,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,0.199535996,0.446038872,0.177255973,0.462626427,0.182982668,0.421770871,0.158737168,0.491293162,0.171123445,0.402941436,0.203787178,0.559992373,0.23875013,0.371623069,0.356271237,0.531714082,0.378820658,0.425815105,0.477797449,0.522553325,0.488104105,0.476306289,0.455678999,0.537054896,0.45815748,0.42457217,0.575384617,0.521342695,0.57186836,0.415719062,0.727688253,0.511975765,0.722450972,0.388876408
1,0.197678223,0.443457454,0.174922571,0.462586254,0.182156265,0.417685896,0.157641456,0.490420222,0.174352929,0.399785429,0.202982754,0.557762921,0.237759218,0.371047109,0.357581466,0.528096259,0.369837642,0.416909069,0.465998501,0.513753772,0.47456345,0.469992906,0.423556507,0.534955144,0.42793712,0.418213904,0.560722411,0.523556709,0.558886945,0.418519735,0.721415401,0.513352931,0.728761792,0.390926003
2,0.199543774,0.442406029,0.177857384,0.461756527,0.183779746,0.418338031,0.162180647,0.49338147,0.174881384,0.399808049,0.216297626,0.550434828,0.249014065,0.377786636,0.359211802,0.523833275,0.372097909,0.429386407,0.469447464,0.511643529,0.473500669,0.458614558,0.408786654,0.53426671,0.411925942,0.425299972,0.545810878,0.524913788,0.544807017,0.422350615,0.714799106,0.515877664,0.723110676,0.391179174
3,0.204302147,0.445183098,0.183551565,0.464391142,0.188586771,0.424107015,0.16527085,0.490894467,0.176635563,0.404888242,0.214922473,0.558368325,0.246874988,0.36750868,0.357184976,0.51744312,0.371863276,0.421337754,0.465154678,0.500419974,0.474188924,0.456441194,0.403493881,0.546301246,0.405205488,0.422563165,0.544663489,0.523123562,0.543102324,0.421830207,0.714167893,0.516883492,0.709890068,0.384811252
4,0.20048216,0.443047434,0.180954129,0.461399734,0.18644461,0.421335071,0.165073186,0.494211257,0.17725122,0.401657254,0.219310671,0.552541971,0.249566793,0.379178643,0.353554159,0.522468626,0.36759004,0.419180363,0.464013517,0.50187093,0.474352121,0.460578918,0.410947442,0.540504575,0.41474095,0.425119698,0.545870483,0.529509962,0.551316559,0.419587672,0.709465504,0.5155738,0.719165266,0.382416904
5,0.202629641,0.440770596,0.181586951,0.461774886,0.185706437,0.420785904,0.166459903,0.493158698,0.178474545,0.403120697,0.221244901,0.55287987,0.24641794,0.380045474,0.357413143,0.516736388,0.365639538,0.415085256,0.460942686,0.495611399,0.468895435,0.45096755,0.401572883,0.543379128,0.403833091,0.42925173,0.544062793,0.530323029,0.540186048,0.425817162,0.716709316,0.521437585,0.716405153,0.383982569
6,0.202830911,0.445491701,0.182202294,0.463912368,0.186827153,0.425130874,0.164399907,0.495461226,0.177358866,0.405489296,0.224932536,0.552529156,0.24546805,0.376838118,0.350732207,0.503868043,0.368839562,0.408194989,0.464978874,0.474981636,0.474783868,0.435941219,0.40543136,0.548246384,0.411539227,0.436990172,0.543957412,0.524000823,0.552340209,0.4225609,0.7141698,0.514348865,0.715788662,0.383665085
7,0.200292856,0.4438214,0.182157457,0.463824093,0.186407581,0.423496187,0.166582644,0.493875265,0.178333372,0.404188186,0.223526314,0.551995039,0.248567417,0.37158519,0.358579934,0.504602671,0.370940894,0.411123067,0.456806362,0.480374008,0.466950953,0.433358282,0.401822954,0.545153081,0.403791249,0.431573123,0.536855936,0.528207958,0.538846612,0.427162975,0.71113342,0.517558515,0.712670624,0.391133666
8,0.203977287,0.444073558,0.184520811,0.46216327,0.187671825,0.42492193,0.166433811,0.494989663,0.178226769,0.406225264,0.228911936,0.551200211,0.244576052,0.378385454,0.349900842,0.497541994,0.36921826,0.405494362,0.457793683,0.464685738,0.46854195,0.425423324,0.407837391,0.541210711,0.416675746,0.43873629,0.540921926,0.523688614,0.547139823,0.425293267,0.708713531,0.515305281,0.714541733,0.390186042
9,0.201070249,0.445196033,0.18108511,0.463000596,0.184716657,0.424165696,0.165822014,0.495251626,0.175534874,0.404156536,0.230566323,0.549472213,0.24462907,0.376271963,0.357797652,0.495949894,0.369805396,0.409467816,0.459794492,0.465120792,0.467762321,0.421809733,0.406442046,0.542340398,0.415075779,0.438544482,0.540266693,0.522502899,0.546926498,0.426283866,0.710763395,0.516678274,0.712460577,0.392615616
10,0.201866955,0.451722294,0.182047963,0.468712509,0.185494974,0.430966496,0.166162387,0.498160005,0.177294552,0.408366501,0.228661358,0.550973952,0.240016952,0.375938714,0.357404798,0.492080331,0.359243453,0.396995902,0.460154653,0.445171177,0.46952185,0.404896736,0.411278635,0.542128742,0.418038636,0.437361449,0.546941996,0.524589658,0.548161209,0.418248773,0.710222781,0.516861916,0.712582946,0.39175424
11,0.198205128,0.450792193,0.179320842,0.467240721,0.182912022,0.430241019,0.164733902,0.497574955,0.174344659,0.412142634,0.231573075,0.546990633,0.235735178,0.383675933,0.359897763,0.481295347,0.358541101,0.392033488,0.462717593,0.427546382,0.466394752,0.384779513,0.4129484,0.543166697,0.414524734,0.435407102,0.550745547,0.524716914,0.562128365,0.416010112,0.708954573,0.517100036,0.710072756,0.39042294
12,0.198857069,0.451146007,0.179637119,0.467406094,0.183563143,0.430221975,0.164893702,0.49863261,0.174893513,0.411224097,0.23110649,0.54780829,0.236027226,0.382812858,0.361177176,0.478839368,0.358805805,0.391709447,0.462708622,0.424148381,0.466318369,0.384159833,0.412056893,0.542478383,0.413674265,0.438044965,0.548110604,0.52473706,0.561412632,0.415339053,0.706053793,0.516308606,0.707045913,0.395361632
13,0.19977285,0.455972522,0.18100898,0.472873896,0.184246689,0.434970289,0.167580619,0.500387192,0.17634517,0.415894359,0.23400636,0.549310684,0.233331725,0.387866616,0.354984075,0.474539697,0.346811026,0.376558602,0.450275749,0.402608007,0.453132063,0.359191597,0.4107472,0.544425845,0.410430044,0.435559571,0.549966753,0.524655402,0.56038487,0.41204071,0.712364674,0.514160097,0.711026788,0.392095327
14,0.201260626,0.457335323,0.182180732,0.475161463,0.184218898,0.435265005,0.168558165,0.503001392,0.177022606,0.415089667,0.232392997,0.548482895,0.230428815,0.386567116,0.358634651,0.472450435,0.34668225,0.377116024,0.450239927,0.401797503,0.452508628,0.361002594,0.408971757,0.540098786,0.411951482,0.432767659,0.549586117,0.521682441,0.55856055,0.413984418,0.709857523,0.517888129,0.710318267,0.394353032
15,0.201961637,0.452350885,0.183223128,0.471321493,0.185645342,0.432627529,0.169137791,0.500523567,0.175679877,0.414879888,0.233000472,0.546457589,0.23058328,0.391727626,0.353933483,0.464998007,0.341753602,0.373095185,0.450137943,0.382149398,0.452065319,0.346529663,0.407318413,0.539695442,0.408690304,0.432885289,0.551815152,0.521364808,0.563647211,0.409894973,0.713165939,0.514136255,0.711566329,0.394608915
16,0.200588822,0.454933554,0.182802603,0.475915521,0.185572833,0.437109828,0.16926001,0.505823493,0.176201433,0.418238133,0.233127624,0.544432342,0.221534729,0.386363775,0.339340359,0.472516268,0.337343037,0.372242421,0.438084304,0.370772034,0.437638432,0.329604298,0.405818671,0.543467045,0.406822205,0.436490417,0.552206516,0.521926999,0.559164703,0.417097509,0.714133859,0.513483703,0.714859545,0.39254874
17,0.202395663,0.454900533,0.185265988,0.475932449,0.188452825,0.437711298,0.170723274,0.504995883,0.176877886,0.418317467,0.23421219,0.548638403,0.224691465,0.386117637,0.34138459,0.461378217,0.33777681,0.371439874,0.437747121,0.371766746,0.440144688,0.328678697,0.405921757,0.541624844,0.409341067,0.436831623,0.552108586,0.52205795,0.557626903,0.415694296,0.711937547,0.514236093,0.715503633,0.392397642
18,0.197757795,0.458772123,0.1805121,0.479647458,0.183606654,0.439977616,0.167612806,0.508184195,0.175662979,0.42005828,0.235976726,0.547655284,0.219787329,0.389153838,0.340407461,0.454464465,0.335808724,0.369647413,0.436142325,0.338655651,0.436570972,0.314212084,0.407169342,0.545343816,0.409336358,0.438436657,0.552716196,0.519772649,0.563893378,0.413048357,0.713443637,0.514576495,0.715517402,0.390480459
19,0.200593114,0.458359778,0.182535127,0.478085428,0.185090899,0.440235049,0.169541657,0.506975651,0.17485781,0.421142399,0.236212119,0.549117863,0.222181827,0.389436305,0.340160847,0.458891004,0.332966149,0.373169899,0.433780432,0.342495054,0.430164814,0.316469103,0.405514538,0.545434058,0.407585829,0.439079165,0.553685606,0.522951603,0.555221379,0.416094184,0.709405422,0.515409589,0.715077698,0.393476695
20,0.199074849,0.463175893,0.18137902,0.485004276,0.184477657,0.444737345,0.16748035,0.512645543,0.174609259,0.423374802,0.236818284,0.549078643,0.21659632,0.392809361,0.336654007,0.458468676,0.329861671,0.375584126,0.430217773,0.329090595,0.427724093,0.30205974,0.407793641,0.548946023,0.408851981,0.440397263,0.550326407,0.520489931,0.556518972,0.416065037,0.71117419,0.516334414,0.716011107,0.391550362
21,0.199183345,0.464882225,0.181951344,0.487593472,0.184132218,0.446577787,0.167719468,0.515184343,0.172951415,0.426515579,0.237165838,0.551322222,0.219043642,0.39697361,0.335880846,0.446219802,0.330019832,0.375996053,0.423097104,0.330091238,0.422713578,0.305343211,0.406820148,0.548996925,0.408337325,0.443157524,0.554687381,0.52318418,0.560738146,0.419944972,0.711278796,0.516611636,0.714693844,0.388931781
22,0.199142739,0.462579697,0.1807684,0.481930345,0.182656556,0.443913102,0.167677954,0.511322856,0.171865344,0.42435807,0.236185431,0.549505532,0.217631832,0.396359265,0.335409075,0.443643868,0.328518897,0.375417233,0.420793384,0.334527284,0.423052967,0.305582672,0.407517463,0.547649443,0.408908427,0.440897197,0.551170409,0.519790471,0.55866009,0.422849953,0.712972224,0.515082121,0.714203894,0.389471978
23,0.198956296,0.466195762,0.180582419,0.488651991,0.182267815,0.448504001,0.165453047,0.51630348,0.170414895,0.427964061,0.237263709,0.546944559,0.218741,0.399538279,0.337047815,0.445336789,0.33139354,0.377646625,0.420130849,0.331210852,0.422136664,0.301335424,0.407637864,0.550687194,0.408210367,0.444408327,0.553777754,0.526697159,0.561833739,0.422116905,0.70758611,0.517079771,0.714570582,0.388421863
24,0.198918939,0.467116594,0.180879816,0.488481551,0.18296805,0.447559863,0.167164028,0.516240716,0.17192471,0.427155107,0.236790329,0.553362966,0.219121709,0.397294968,0.335793167,0.445442021,0.33101815,0.377175242,0.424246103,0.318241268,0.42237556,0.301782638,0.408024579,0.549847245,0.409831762,0.44300729,0.552829027,0.525074661,0.562122464,0.42380026,0.715920806,0.521510422,0.714770317,0.391426444
25,0.199099794,0.469307929,0.180473819,0.491571486,0.182040691,0.452228904,0.165664986,0.518684804,0.170421705,0.431147665,0.235135719,0.550834596,0.217194468,0.401911557,0.331039935,0.462039411,0.329691082,0.380192369,0.419933796,0.334321111,0.412458211,0.309786469,0.407755286,0.548353732,0.409527957,0.447607547,0.55565542,0.526477337,0.561756372,0.424260527,0.713048935,0.515714228,0.716050386,0.389202386
26,0.199460849,0.470138013,0.181472674,0.492378265,0.183831766,0.452130079,0.165487573,0.519477427,0.17144677,0.431460708,0.234498277,0.553487182,0.218037084,0.403163552,0.337467939,0.452512443,0.330874175,0.383176982,0.430647284,0.337492704,0.425704092,0.317998171,0.406386703,0.554409027,0.406883568,0.450173318,0.555894434,0.528276145,0.555714309,0.41898647,0.711570323,0.516700685,0.710460246,0.39128536
27,0.198950008,0.473169148,0.18107371,0.494318902,0.183866426,0.453376353,0.165902093,0.520294666,0.172202274,0.431821972,0.234978572,0.554789186,0.21894379,0.401434451,0.335421473,0.456732661,0.328641772,0.383195639,0.427010447,0.341907859,0.425539583,0.311896324,0.405530393,0.557048738,0.407524586,0.449119657,0.552235067,0.529025018,0.557561517,0.4250516,0.715841949,0.521717906,0.712638319,0.388061851
28,0.203649148,0.471487194,0.184425384,0.492679089,0.187643811,0.453462929,0.168321297,0.519104898,0.174206138,0.433395326,0.229586452,0.563593507,0.215630084,0.399134964,0.338719249,0.470667124,0.333307892,0.385591179,0.433177501,0.368266195,0.430241823,0.327907979,0.404343098,0.560539961,0.407316774,0.454624295,0.55272907,0.529356956,0.561226189,0.42320177,0.714935362,0.520886004,0.7154634,0.389399827
29,0.203315765,0.473531097,0.18383339,0.494517028,0.186890811,0.455383807,0.165981576,0.519992888,0.172697067,0.435912341,0.226975128,0.57071507,0.214585274,0.398325324,0.337837398,0.47343716,0.334984243,0.38504222,0.432647347,0.373953789,0.438835591,0.328739762,0.404277772,0.559861124,0.404366374,0.453695089,0.55860877,0.535502672,0.559730411,0.421821415,0.714079201,0.521119654,0.7150473,0.391335458
30,0.205584481,0.475811332,0.185755059,0.49589175,0.189821288,0.455034375,0.166746199,0.523772299,0.177562743,0.433406174,0.232596472,0.565512359,0.230517909,0.406446964,0.347098678,0.484738916,0.341019541,0.392269135,0.44343102,0.402947456,0.445996493,0.36193791,0.408705205,0.560320258,0.411389112,0.454622388,0.550092757,0.533853531,0.558492601,0.421724141,0.709885538,0.524401248,0.715157926,0.388945222
31,0.205469131,0.47489509,0.187218204,0.494567066,0.190770909,0.455859333,0.171777025,0.52112025,0.180100009,0.434120834,0.228967577,0.566814303,0.234059691,0.410191268,0.353564292,0.500568688,0.35315764,0.406263828,0.458089769,0.436378658,0.461552203,0.390207916,0.40584445,0.56119591,0.409671843,0.458692759,0.553835511,0.536379158,0.553112626,0.430619895,0.714509845,0.522379398,0.71034354,0.394286782
32,0.204563424,0.477516949,0.186113656,0.497628093,0.19017829,0.457834274,0.168889523,0.522840738,0.177304789,0.433887452,0.22912395,0.568418384,0.237525821,0.408238143,0.350007743,0.500757277,0.356364906,0.402598292,0.456800103,0.420603633,0.461139947,0.385998219,0.406529635,0.56055522,0.410865009,0.454284757,0.548668325,0.534498692,0.546201229,0.428378224,0.708567441,0.52225399,0.711172104,0.394218713
33,0.204569682,0.476434171,0.186060816,0.495835304,0.189529762,0.4567765,0.170548707,0.52266705,0.178212821,0.434277892,0.229838818,0.572973371,0.237912908,0.406144887,0.355980754,0.512957573,0.362390399,0.425197721,0.461831748,0.48089093,0.468458474,0.439969271,0.405564368,0.559057474,0.413850874,0.458189249,0.548181951,0.54303056,0.546530485,0.435559988,0.713189125,0.525566578,0.711216033,0.392595619
34,0.208212838,0.475871712,0.188898697,0.495236248,0.193125695,0.455654562,0.170216903,0.521689951,0.179673925,0.433808178,0.225258425,0.578068018,0.238608688,0.399210036,0.356561542,0.512545466,0.36898306,0.43288964,0.46181196,0.481099814,0.470774174,0.440534413,0.403087854,0.562911391,0.412783384,0.459002465,0.548259318,0.542866051,0.545567989,0.434137791,0.713850915,0.525761843,0.711675227,0.392746598
35,0.207796961,0.476324558,0.188909858,0.495673984,0.193817899,0.454160362,0.173306137,0.523860097,0.183764353,0.43120122,0.227230892,0.578040302,0.255979151,0.408086836,0.358510256,0.545463741,0.371729672,0.441824704,0.46648252,0.525658667,0.472982794,0.484383404,0.421327651,0.567681074,0.419233888,0.450791299,0.553494275,0.546069622,0.548169374,0.434143364,0.71212697,0.525179803,0.71101886,0.394513696
36,0.212030992,0.472000599,0.191008836,0.491756558,0.195131689,0.450917393,0.17459701,0.521888912,0.184622571,0.430413783,0.223992527,0.579880893,0.258982271,0.408289999,0.360829383,0.576218307,0.379927874,0.466058642,0.467588663,0.569798768,0.471772432,0.523034871,0.409504443,0.557072341,0.4131217,0.44638598,0.559121132,0.557894528,0.554255724,0.435342312,0.716067672,0.525952458,0.72187525,0.39246729
37,0.210642114,0.478957146,0.18969804,0.494987905,0.195259511,0.455757171,0.170237243,0.523977876,0.185140252,0.433327496,0.221546754,0.583996117,0.257749945,0.417686701,0.352485478,0.569010794,0.376969606,0.465518534,0.469786048,0.560363948,0.476025373,0.517098248,0.411002845,0.557583928,0.413994908,0.441148013,0.559168279,0.557536125,0.554223537,0.436264843,0.714834452,0.520564914,0.714050353,0.389443725
38,0.209708259,0.475765079,0.188001469,0.492589802,0.195257202,0.452647775,0.169349998,0.518781364,0.188646168,0.431658357,0.221983463,0.577841222,0.266146362,0.424243093,0.348389238,0.598748863,0.385445863,0.487873793,0.462976933,0.605890632,0.471950769,0.55727005,0.396096379,0.554822922,0.40132764,0.445832402,0.548517942,0.576510251,0.551114738,0.443856299,0.713046253,0.520795763,0.720039248,0.38579911
39,0.211431935,0.47920993,0.191875651,0.4954983,0.197949111,0.455817878,0.172135666,0.522846401,0.188780025,0.429198593,0.218392164,0.577081323,0.262993664,0.417053998,0.341784716,0.596877635,0.382452011,0.483213574,0.460722148,0.608328402,0.473732203,0.559483767,0.399624944,0.557574391,0.401484728,0.444441289,0.551393569,0.569506168,0.550338507,0.440185159,0.713017821,0.521029413,0.716412306,0.385837555
40,0.211471841,0.482978642,0.191755727,0.498944521,0.198865861,0.458706886,0.170720428,0.521404088,0.190253943,0.431025475,0.21245937,0.576092482,0.265800565,0.423828542,0.339285195,0.613133609,0.384244293,0.48602441,0.451592445,0.635165215,0.469489157,0.597600102,0.396460742,0.560270369,0.4013246,0.44878456,0.548728049,0.574186862,0.550763071,0.450093359,0.712086737,0.521209538,0.727037251,0.38820383
41,0.208617821,0.489826769,0.188431561,0.503749669,0.196332619,0.463067144,0.1723423,0.525907636,0.191483572,0.43500033,0.208758116,0.573476076,0.265208751,0.427050561,0.332039624,0.631957948,0.381663531,0.501760602,0.437408894,0.654553533,0.452148706,0.611211777,0.39956671,0.567341268,0.403230667,0.452193558,0.553372025,0.567436516,0.55155766,0.455764979,0.712784827,0.525562644,0.722602606,0.39400956
42,0.213276073,0.485397547,0.193426192,0.5014382,0.20105055,0.458644122,0.173825696,0.526118517,0.193238378,0.435097694,0.212221593,0.574514925,0.268618375,0.427161038,0.331400335,0.629440069,0.382324755,0.50208199,0.438817233,0.657725036,0.452072918,0.613655388,0.399992675,0.563298881,0.403798938,0.44886148,0.55601126,0.569915831,0.552302778,0.456263334,0.713338077,0.526635826,0.721819282,0.392822385
43,0.210688844,0.494309664,0.189665213,0.509205163,0.200577542,0.471798301,0.17275095,0.526542187,0.193578005,0.438233554,0.207423449,0.567867517,0.271547616,0.437412709,0.316802591,0.625203192,0.385615438,0.519849718,0.425276726,0.67410785,0.441962868,0.650357366,0.401190639,0.555161834,0.408300847,0.451259911,0.559234917,0.570503712,0.554429412,0.464510262,0.721928895,0.526283383,0.725615203,0.388240278
44,0.211827844,0.498671651,0.188704863,0.510163188,0.200598449,0.47420001,0.172412872,0.526729286,0.192841992,0.438575298,0.208072752,0.569433451,0.268618643,0.433768779,0.323583096,0.628209174,0.385371417,0.517344713,0.429424375,0.678795815,0.44679895,0.649704576,0.399876595,0.563629746,0.403997988,0.451104373,0.558208227,0.568117738,0.553917944,0.463199526,0.715506613,0.522891223,0.721573353,0.391577601
45,0.205042243,0.505503774,0.184202954,0.516919851,0.197266936,0.481063277,0.167235821,0.527721822,0.195091188,0.444470644,0.20189999,0.570829153,0.274567932,0.444255948,0.308190346,0.632481396,0.388039529,0.534742355,0.418660402,0.689412713,0.438916504,0.659495234,0.402027309,0.565410435,0.406313658,0.455653548,0.557430565,0.571214974,0.55160147,0.46802482,0.723182619,0.525692761,0.717940509,0.393907785
46,0.204146147,0.514102876,0.181828633,0.52690506,0.193683922,0.489267558,0.164698973,0.529578626,0.191345289,0.449070424,0.197565243,0.569271982,0.27355361,0.44831264,0.301844478,0.628546834,0.384745657,0.534355342,0.40725559,0.693820298,0.428470016,0.67223388,0.400838256,0.56037569,0.407323331,0.456680059,0.557662427,0.568195283,0.557097673,0.465976804,0.720522702,0.522768676,0.725048423,0.393781245
47,0.201525494,0.515719771,0.181102321,0.527377009,0.193142965,0.492792428,0.16718407,0.528397143,0.193878144,0.449751854,0.199572176,0.567564487,0.274864674,0.449430764,0.306984931,0.633176148,0.38587904,0.536382139,0.410413831,0.692920685,0.4299981,0.66834873,0.403594494,0.557967961,0.408358455,0.456090242,0.556246519,0.568380713,0.554662585,0.464253634,0.71310246,0.522190928,0.716801941,0.400464445
48,0.195968688,0.522604764,0.173637971,0.532253504,0.186703265,0.498669922,0.157761917,0.536421299,0.187604591,0.451657504,0.192650989,0.568534672,0.267496079,0.454739034,0.291565299,0.62755692,0.376386195,0.540403485,0.400056243,0.697072625,0.421069562,0.671701193,0.400539011,0.560774207,0.405990183,0.455581725,0.55683732,0.569809079,0.553941607,0.467428356,0.716522634,0.523880243,0.722311437,0.398220778
49,0.196947053,0.523898125,0.172823891,0.53101474,0.187983215,0.500064671,0.162341878,0.532789528,0.190602392,0.454253227,0.196318552,0.569220424,0.267024726,0.450499743,0.300709009,0.6300506,0.381285191,0.544959366,0.399707586,0.698705971,0.418812603,0.66881758,0.401821911,0.555572391,0.407452345,0.456786245,0.555595756,0.572349131,0.550290704,0.468422532,0.718687952,0.523827374,0.719711185,0.404671848
50,0.188162819,0.530065715,0.170072868,0.540357232,0.179614574,0.503972709,0.158969983,0.542624295,0.185336813,0.455433011,0.194215283,0.569757104,0.26747489,0.455730945,0.289764941,0.628151059,0.374029785,0.54521066,0.393610954,0.694637537,0.416355997,0.675638437,0.402395278,0.560981393,0.407023877,0.456676722,0.556342065,0.574929655,0.554171205,0.472530931,0.715577245,0.52510643,0.72611624,0.397254825
51,0.184848651,0.538659275,0.165611252,0.546245992,0.175976694,0.513329208,0.155283555,0.542931259,0.182682946,0.463232815,0.195209131,0.566595793,0.264415056,0.458010972,0.286427557,0.62669158,0.370999336,0.548527241,0.390212119,0.700260282,0.417343378,0.676876724,0.401348472,0.561866283,0.405179858,0.45834437,0.552525282,0.572742641,0.554109573,0.475242406,0.718579173,0.528811634,0.725121737,0.395247847
52,0.187086165,0.535889268,0.168341428,0.543958187,0.178409278,0.509443462,0.15651454,0.544537663,0.184714943,0.461349696,0.196076512,0.567294359,0.266094565,0.459751099,0.286777258,0.627289832,0.371357352,0.547169328,0.389199555,0.700039923,0.414215773,0.674492419,0.403263897,0.555768967,0.408960551,0.457521647,0.55488193,0.575965166,0.553797543,0.476574928,0.717244923,0.525476694,0.723481894,0.39743191
53,0.184369981,0.538236976,0.164530024,0.546175241,0.175510719,0.512453377,0.154762253,0.547051728,0.18311514,0.464398384,0.195142105,0.56670475,0.26649037,0.464158505,0.284445643,0.622161806,0.3703143,0.552982926,0.386606693,0.699161172,0.411041588,0.672582507,0.404634297,0.558057547,0.410203755,0.458106577,0.552339554,0.574435294,0.553829849,0.488913089,0.719447613,0.527902186,0.723293722,0.40539059
54,0.184971035,0.540213883,0.165768489,0.548441291,0.175819904,0.514399409,0.157825544,0.543563366,0.183645815,0.464006245,0.194197446,0.562194467,0.266477287,0.465304673,0.283791006,0.623885691,0.369160026,0.552781761,0.389567763,0.700094879,0.412607461,0.67723757,0.401515514,0.553256154,0.40604201,0.456967145,0.548039019,0.579167247,0.553830981,0.478729844,0.714165032,0.526809275,0.730125785,0.394910961
55,0.179364368,0.544631243,0.157448724,0.548948348,0.167979121,0.518928051,0.148766115,0.546745598,0.179473385,0.470786065,0.192504764,0.567107201,0.262486607,0.467125922,0.279533505,0.626894176,0.368126631,0.55176121,0.382388324,0.696146727,0.407152325,0.673645675,0.399974912,0.561107397,0.404307485,0.460575551,0.55302012,0.577774346,0.551918685,0.490034401,0.720431209,0.52698046,0.727582097,0.401264012
56,0.176300466,0.543940306,0.155353025,0.55219835,0.166869164,0.51993078,0.147164568,0.546117783,0.177057102,0.470443547,0.188931525,0.562989354,0.258538902,0.466664642,0.280726433,0.62509656,0.364164114,0.557403862,0.386119485,0.69498843,0.409294575,0.679111004,0.399416476,0.55538708,0.404967666,0.458215743,0.548772335,0.577645183,0.552066386,0.483862877,0.715825915,0.533471107,0.724500716,0.397937864
57,0.179147571,0.537860811,0.158528849,0.54827112,0.169148415,0.512478888,0.148041844,0.548909426,0.175550327,0.465517223,0.194355711,0.565075278,0.259087831,0.469410121,0.28032276,0.625036061,0.364964724,0.555233061,0.385247529,0.70134902,0.407785565,0.677211225,0.400313288,0.555809617,0.404852211,0.459364682,0.552055359,0.579788506,0.550515234,0.489939809,0.722180128,0.528929353,0.727595866,0.401527017
58,0.168129802,0.54780668,0.151330873,0.551637411,0.160155594,0.523875654,0.146514654,0.542843282,0.170650706,0.471845686,0.193071783,0.572193503,0.258015633,0.466869742,0.283286065,0.629181027,0.364762872,0.550938189,0.383893549,0.697600722,0.40816617,0.671903372,0.398339599,0.556499898,0.40440917,0.46123898,0.554960668,0.575529516,0.553764462,0.489321113,0.718990326,0.52982837,0.726965785,0.394692451
59,0.173500299,0.541280568,0.152325332,0.551653087,0.163114473,0.518465161,0.145223841,0.549635828,0.172111601,0.472142756,0.191346169,0.570566297,0.254201889,0.470226496,0.279803336,0.625181735,0.362987578,0.552744329,0.38172701,0.697687745,0.40678066,0.674792349,0.398667812,0.566887379,0.40114522,0.463834107,0.5579108,0.572661936,0.552562416,0.481406987,0.72030282,0.527648389,0.723290622,0.393975019
60,0.170060188,0.547940612,0.148126289,0.556650519,0.157755241,0.524404585,0.142813608,0.551683307,0.166253269,0.471819282,0.188357219,0.563769579,0.252265304,0.47040531,0.275127858,0.621385813,0.359137177,0.54637748,0.375887454,0.687555254,0.399953753,0.668276429,0.395575464,0.561798096,0.400688499,0.463369906,0.55278635,0.575867772,0.554852128,0.473873347,0.716429889,0.527377605,0.727646887,0.392385244
61,0.168690667,0.546530485,0.14768593,0.55469054,0.157281339,0.522998452,0.141701698,0.550305784,0.167794451,0.473733753,0.187659144,0.568026662,0.251014262,0.47060141,0.280265659,0.627451181,0.359708667,0.552678943,0.381609261,0.696009696,0.402624577,0.672395289,0.392688632,0.556848586,0.399705619,0.460354537,0.552491605,0.574648499,0.551331341,0.475685507,0.713863194,0.527919412,0.727784693,0.397929937
62,0.168175802,0.542252004,0.146854043,0.551727891,0.156769022,0.517846167,0.141380474,0.550454974,0.166907161,0.46993804,0.187290043,0.565316319,0.250463575,0.473209292,0.27574262,0.623539865,0.358394504,0.555635273,0.383480012,0.696062207,0.405846387,0.67017591,0.395650595,0.558192909,0.399982393,0.463511884,0.552192688,0.571809649,0.550522149,0.485137939,0.721646011,0.525156081,0.7269243,0.392696321
